Name,C-1,C-2,C-5,C-6,7D-2,7D-3,7D-6,7D-7,14D-3,14D-5,14D-6,14D-7,21D-3,21D-5,21D-6,21D-7
TRINITY_DN355938_c0_g1_i1,3,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
TRINITY_DN392854_c0_g1_i1,2,0,0,1,6,1,1,1,0,1,0,0,1,0,1,1
TRINITY_DN38793_c0_g1_i2,1,0,0,1,3,0,0,2,0,0,0,0,2,0,0,0
TRINITY_DN41829_c1_g1_i1,0,0,0,0,2,0,0,1,2,0,0,4,1,1,1,0
TRINITY_DN92458_c0_g1_i1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN22_c0_g1_i1,0,0,0,3,0,0,0,0,116,0,0,0,0,0,0,0
TRINITY_DN17386_c1_g1_i1,6,3,8,1,13,3,3,1,1,11,12,0,4,2,0,4
TRINITY_DN22_c0_g1_i3,0,1,0,0,4,6,5,0,90,0,0,0,0,0,0,0
TRINITY_DN22_c0_g1_i4,24,0,0,0,11,5,3,31,12924,11,8,0,0,0,0,0
TRINITY_DN7418_c0_g3_i5,607,377,369,512,1097,1056,500,567,412,165,286,1140,239,407,227,1134
TRINITY_DN7418_c0_g3_i9,75,11,22,31,63,41,33,20,27,4,46,90,21,22,14,87
TRINITY_DN217214_c0_g1_i1,1,0,0,0,3,0,0,0,0,0,0,1,1,2,2,0
TRINITY_DN164268_c0_g6_i1,2,0,0,1,4,0,0,2,0,0,0,2,0,0,0,1
TRINITY_DN88214_c0_g1_i1,1,3,4,7,11,10,2,4,4,1,5,17,2,4,1,7
TRINITY_DN358505_c0_g1_i1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN388975_c0_g1_i1,0,0,0,1,9,4,1,0,0,0,1,2,1,0,0,1
TRINITY_DN283792_c0_g1_i1,2,0,0,0,4,6,0,0,1,0,0,0,0,0,0,1
TRINITY_DN50562_c0_g1_i1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRINITY_DN53672_c0_g1_i1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10896_c1_g2_i10,23,13,0,19,35,18,11,4,9,0,28,67,4,0,16,65
TRINITY_DN137429_c0_g2_i2,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0
TRINITY_DN38662_c0_g1_i11,172,112,78,125,311,198,158,119,105,44,132,255,73,114,68,275
TRINITY_DN10896_c1_g2_i11,0,1,1,4,2,2,2,1,6,1,3,2,6,0,0,0
TRINITY_DN320853_c0_g1_i1,0,4,0,0,3,0,1,0,1,0,0,1,0,0,0,3
TRINITY_DN461836_c0_g1_i1,0,0,0,0,5,2,0,2,0,0,1,1,0,0,1,0
TRINITY_DN1544_c0_g2_i4,8,7,14,9,14,21,12,26,18,6,64,54,46,27,19,59
TRINITY_DN368100_c0_g1_i1,0,0,1,0,6,0,0,0,2,0,0,0,0,0,0,2
TRINITY_DN127311_c0_g1_i3,1,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0
TRINITY_DN254727_c0_g1_i1,0,0,0,0,6,1,0,0,1,0,0,0,2,1,0,1
TRINITY_DN24607_c0_g1_i1,4,9,0,0,14,0,0,6,0,3,5,37,10,1,0,17
TRINITY_DN352774_c0_g1_i1,0,1,0,0,2,1,0,0,1,1,0,0,4,0,2,0
TRINITY_DN24607_c0_g1_i5,94,95,134,82,53,28,301,71,139,205,55,116,167,209,213,130
TRINITY_DN58109_c0_g1_i1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN282133_c0_g1_i1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
TRINITY_DN19323_c0_g1_i1,0,4,2,4,1,0,0,0,4,4,2,8,1,7,6,4
TRINITY_DN436042_c0_g1_i1,2,0,0,5,0,0,0,2,0,0,0,0,0,1,0,0
TRINITY_DN52013_c0_g1_i4,11,0,1,14,0,2,0,1,0,0,2,2,1,0,2,0
TRINITY_DN182635_c0_g1_i1,9,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
TRINITY_DN14286_c0_g3_i1,8,6,2,0,0,0,2,1,0,0,0,2,2,2,0,2
TRINITY_DN168162_c0_g2_i1,3,0,0,0,7,3,0,1,1,1,1,0,0,0,0,0
TRINITY_DN104469_c0_g1_i1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TRINITY_DN421250_c0_g1_i1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
TRINITY_DN290060_c0_g1_i1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN33885_c0_g1_i1,1,1,1,0,11,0,0,0,3,0,0,8,1,3,0,2
TRINITY_DN3794_c0_g2_i1,0,0,0,0,60,0,0,0,0,0,0,0,26,11,0,14
TRINITY_DN9460_c1_g1_i5,4,4,19,9,6,6,2,5,0,1,14,0,14,2,41,10
TRINITY_DN3794_c0_g2_i2,229,119,113,151,339,385,200,204,120,36,117,396,65,119,109,371
TRINITY_DN9460_c1_g1_i6,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0
TRINITY_DN9460_c1_g1_i7,18,1,7,0,2,3,0,0,0,0,0,3,0,0,2,0
TRINITY_DN61160_c0_g2_i1,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN9460_c1_g1_i8,35,11,18,8,6,0,0,1,0,0,0,15,12,0,33,3
TRINITY_DN228251_c0_g1_i1,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TRINITY_DN64419_c2_g2_i1,9,5,2,0,2,0,3,0,0,1,1,1,0,0,1,4
TRINITY_DN16176_c0_g2_i2,17,5,7,7,5,10,4,5,1,6,26,16,10,11,15,5
TRINITY_DN164592_c0_g1_i1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TRINITY_DN324554_c0_g1_i1,3,1,1,1,0,0,0,0,0,0,4,1,0,0,0,0
TRINITY_DN130113_c0_g1_i1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN17872_c0_g1_i1,37,34,13,12,43,0,0,0,36,40,37,21,58,50,17,13
TRINITY_DN17872_c0_g1_i2,0,2,0,0,0,0,0,0,0,19,0,6,0,0,0,11
TRINITY_DN17872_c0_g1_i5,0,0,0,0,0,1,0,3,17,5,11,0,25,13,0,23
TRINITY_DN17872_c0_g1_i6,0,0,0,0,6,0,1,0,0,0,0,0,6,0,0,4
TRINITY_DN17872_c0_g1_i7,0,0,0,14,0,0,0,0,0,0,3,0,16,11,0,0
TRINITY_DN72382_c0_g1_i1,4,11,8,9,10,12,5,7,4,1,1,26,15,13,9,24
TRINITY_DN5684_c0_g1_i4,0,3,0,1,0,0,0,1,0,0,1,2,0,0,1,2
TRINITY_DN31852_c0_g1_i1,10,7,6,7,7,22,2,2,2,2,7,21,0,4,0,26
TRINITY_DN31852_c0_g1_i2,10,3,4,2,11,3,4,0,5,0,0,14,4,6,4,2
TRINITY_DN75763_c0_g1_i1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
TRINITY_DN31852_c0_g1_i4,4,0,0,6,5,1,0,3,0,0,0,5,1,2,0,4
TRINITY_DN452055_c0_g1_i1,1,1,0,1,1,0,0,3,1,2,5,2,5,8,0,2
TRINITY_DN12112_c1_g2_i1,1,0,0,0,8,4,0,0,3,1,1,3,3,0,3,1
TRINITY_DN5684_c0_g1_i1,2,5,3,4,17,21,4,6,4,2,0,7,8,0,0,16
TRINITY_DN428603_c0_g1_i1,4,1,0,1,2,2,0,0,0,0,0,2,2,0,0,0
TRINITY_DN6858_c3_g1_i1,3,0,1,0,0,0,5,0,0,1,9,0,6,0,5,0
TRINITY_DN97507_c0_g1_i1,2,0,0,0,9,4,0,0,2,1,0,2,0,1,1,0
TRINITY_DN14556_c0_g1_i10,7,0,0,0,17,0,12,5,8,0,0,7,0,7,2,4
TRINITY_DN22885_c0_g1_i1,1,0,0,1,5,2,4,3,3,2,3,7,2,2,0,14
TRINITY_DN317526_c0_g1_i1,1,0,0,0,6,0,2,0,1,0,1,1,1,0,0,0
TRINITY_DN14556_c0_g1_i13,59,30,34,25,155,107,46,50,0,10,1,111,37,58,17,80
TRINITY_DN14556_c0_g1_i14,114,58,42,94,131,173,69,62,53,39,62,136,21,59,77,125
TRINITY_DN6058_c0_g1_i1,71,64,36,38,131,90,64,56,48,24,27,138,7,58,20,116
TRINITY_DN2086_c0_g1_i2,32,12,13,29,0,6,0,0,0,0,47,0,33,38,25,21
TRINITY_DN23128_c0_g2_i1,24,22,22,19,55,29,21,27,23,6,14,36,9,19,10,42
TRINITY_DN2086_c0_g1_i4,29,25,3,4,20,11,1,9,19,23,0,15,8,4,10,14
TRINITY_DN2086_c0_g1_i5,12,23,27,45,16,0,31,0,38,0,8,123,26,59,53,2
TRINITY_DN2086_c0_g1_i6,39,24,0,27,31,35,12,53,65,100,52,31,71,108,91,51
TRINITY_DN44623_c0_g3_i1,9,5,4,2,14,5,2,3,7,5,1,27,6,8,1,17
TRINITY_DN448408_c0_g1_i1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN26857_c0_g1_i1,2,1,0,0,2,9,1,0,0,1,0,1,2,1,0,4
TRINITY_DN93678_c0_g2_i1,0,0,0,2,0,0,2,0,0,0,0,1,2,2,0,0
TRINITY_DN38250_c0_g1_i1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN4242_c0_g1_i1,6494,3804,4473,3443,7564,4121,6812,4382,6420,7145,4813,18534,7525,11366,7360,11461
TRINITY_DN6058_c0_g1_i2,19,0,0,0,12,0,0,4,0,0,11,0,18,0,5,6
TRINITY_DN4242_c0_g1_i2,0,0,36,8,0,7,4,4,7,2,5,8,26,16,16,11
TRINITY_DN6058_c0_g1_i3,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN387859_c0_g1_i1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN4242_c0_g1_i3,76,64,47,107,32,32,17,31,56,55,57,149,58,104,61,165
TRINITY_DN6058_c0_g1_i4,48,12,20,43,49,71,42,26,21,5,29,109,18,15,6,90
TRINITY_DN343047_c0_g1_i1,0,5,2,6,8,0,0,0,10,0,1,3,3,1,4,0
TRINITY_DN4242_c0_g1_i4,56,9,23,19,0,20,19,11,9,0,16,19,40,41,0,47
TRINITY_DN6058_c0_g1_i5,34,29,19,21,64,52,25,49,43,18,7,33,17,20,27,49
TRINITY_DN4242_c0_g1_i5,43,28,16,25,8,16,16,8,14,16,36,20,32,47,23,38
TRINITY_DN129887_c0_g1_i1,4,2,0,0,9,1,3,2,1,0,3,6,3,1,0,5
TRINITY_DN6058_c0_g1_i9,37,33,24,45,119,84,59,14,26,7,33,127,6,20,18,64
TRINITY_DN95617_c0_g2_i1,2,5,1,0,5,2,4,1,5,2,2,3,2,1,1,5
TRINITY_DN209_c0_g1_i4,656,373,317,484,1078,927,463,564,368,153,322,1139,275,435,217,1083
TRINITY_DN209_c0_g1_i5,60,26,36,58,104,74,41,48,40,13,23,88,21,25,31,83
TRINITY_DN346591_c0_g1_i1,1,0,0,0,4,2,0,2,1,0,0,0,2,1,0,3
TRINITY_DN430018_c0_g1_i1,8,0,0,0,14,3,0,0,0,0,0,0,0,2,1,5
TRINITY_DN11848_c0_g1_i5,0,0,0,41,60,0,34,0,0,50,83,0,78,116,0,27
TRINITY_DN363051_c0_g1_i1,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0
TRINITY_DN11848_c0_g1_i6,23,22,33,13,12,12,21,10,13,11,18,24,52,29,26,23
TRINITY_DN11848_c0_g1_i7,60,6,6,37,12,0,7,0,0,32,0,11,9,0,50,0
TRINITY_DN206579_c0_g1_i1,4,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0
TRINITY_DN204763_c0_g1_i1,0,0,0,48,2,0,1,1,0,38,0,0,0,0,0,0
TRINITY_DN443070_c0_g1_i1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TRINITY_DN204763_c0_g1_i2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
TRINITY_DN11848_c0_g1_i2,127,224,133,58,170,42,47,89,213,51,99,331,277,70,299,378
TRINITY_DN391375_c0_g2_i1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
TRINITY_DN11848_c0_g1_i3,26,37,16,6,4,8,12,0,10,25,10,13,25,8,8,41
TRINITY_DN127484_c4_g1_i1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN87_c10_g1_i3,0,0,0,1,2,0,0,0,0,0,1,1,0,1,0,0
TRINITY_DN14556_c0_g1_i16,23,11,0,14,48,40,18,7,7,4,2,46,18,5,12,48
TRINITY_DN4259_c0_g2_i1,361,250,322,158,202,84,212,107,261,303,149,285,284,169,263,130
TRINITY_DN87_c10_g1_i4,15,15,11,17,30,28,19,20,9,4,9,37,4,6,8,37
TRINITY_DN4259_c0_g2_i3,43,0,14,0,0,0,6,18,19,36,34,0,49,0,0,25
TRINITY_DN14556_c0_g1_i19,11,3,0,3,9,2,0,3,3,2,4,8,2,3,3,5
TRINITY_DN4259_c0_g2_i4,115,73,109,31,18,1,0,51,56,23,0,46,36,61,20,32
TRINITY_DN209_c0_g1_i1,573,269,242,369,908,802,338,362,260,124,275,866,224,314,201,837
TRINITY_DN209_c0_g1_i2,0,0,0,32,16,0,0,42,0,0,0,0,0,0,43,0
TRINITY_DN209_c0_g1_i3,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
TRINITY_DN464403_c0_g1_i1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN7406_c0_g1_i1,90,0,9,0,0,0,0,3,0,0,1,0,7,0,5,1
TRINITY_DN102653_c0_g1_i1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TRINITY_DN108021_c0_g2_i2,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0
TRINITY_DN67387_c0_g1_i2,2,0,1,3,8,5,0,0,3,0,1,4,0,1,0,1
TRINITY_DN334203_c0_g1_i1,9,0,0,5,2,0,0,1,0,0,0,0,0,1,3,0
TRINITY_DN402829_c0_g1_i1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0
TRINITY_DN114878_c0_g1_i1,3,4,0,2,0,1,2,0,0,0,1,1,0,6,0,14
TRINITY_DN51836_c0_g2_i1,4,4,1,0,1,0,1,1,2,0,2,2,2,1,0,1
TRINITY_DN237366_c0_g1_i1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
TRINITY_DN70134_c1_g1_i1,1,1,5,2,17,1,0,3,3,0,1,2,3,0,2,0
TRINITY_DN9478_c1_g1_i2,3,2,4,2,9,2,1,7,1,0,4,8,1,0,4,3
TRINITY_DN27250_c0_g1_i5,260,175,200,130,133,73,82,84,188,457,75,255,208,913,150,350
TRINITY_DN27250_c0_g1_i6,17,133,0,74,94,98,57,125,106,296,169,25,25,35,214,101
TRINITY_DN13967_c0_g2_i1,5,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0
TRINITY_DN27250_c0_g1_i8,23,15,18,43,0,9,0,0,0,17,7,40,23,53,0,16
TRINITY_DN230154_c0_g1_i1,0,2,1,0,3,0,3,0,1,0,0,1,0,0,0,0
TRINITY_DN7840_c0_g1_i1,82,90,151,129,135,15,43,24,38,9,0,69,103,23,138,47
TRINITY_DN9996_c0_g1_i10,10,5,16,0,0,0,2,1,8,2,9,6,0,0,0,11
TRINITY_DN9996_c0_g1_i11,0,7,1,0,3,0,2,0,0,0,3,4,0,0,0,2
TRINITY_DN9996_c0_g1_i14,14,3,7,3,10,7,10,0,7,5,12,7,8,6,1,15
TRINITY_DN9996_c0_g1_i15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
TRINITY_DN426_c0_g1_i2,26,9,8,11,53,24,18,7,9,6,16,41,11,4,21,30
TRINITY_DN426_c0_g1_i4,342,183,148,269,632,565,298,300,219,90,155,539,132,242,125,694
TRINITY_DN426_c0_g1_i5,517,277,257,382,828,738,381,413,298,144,289,812,234,343,210,952
TRINITY_DN267920_c0_g1_i1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN7840_c0_g1_i2,3,0,8,1,1,8,8,2,6,3,4,9,49,28,37,67
TRINITY_DN259327_c0_g1_i1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0
TRINITY_DN7840_c0_g1_i4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN23176_c0_g11_i1,0,0,0,2,1,3,0,0,3,0,0,2,0,0,0,1
TRINITY_DN271639_c0_g1_i1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TRINITY_DN7840_c0_g1_i6,31,79,47,64,42,33,56,11,25,48,56,44,97,67,54,45
TRINITY_DN189793_c0_g1_i1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN7840_c0_g1_i8,0,0,5,0,0,2,4,0,1,6,0,11,9,13,13,8
TRINITY_DN7840_c0_g1_i9,0,14,0,0,41,0,0,15,0,0,0,39,126,21,103,155
TRINITY_DN1768_c1_g1_i1,193,15,123,15,52,45,47,54,118,122,73,0,125,141,232,0
TRINITY_DN45061_c0_g1_i1,25,30,22,40,9,5,22,5,15,9,8,16,16,1,19,6
TRINITY_DN1768_c1_g1_i4,36,14,27,55,16,17,0,0,12,2,0,28,13,5,51,3
TRINITY_DN1768_c1_g1_i5,0,0,11,0,111,0,11,3,9,21,16,0,50,7,3,0
TRINITY_DN1768_c1_g1_i6,105,43,77,0,0,8,0,0,0,0,0,0,131,0,0,167
TRINITY_DN404573_c0_g1_i1,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
TRINITY_DN15634_c0_g3_i2,36,82,96,23,242,137,180,125,381,438,242,684,562,718,517,654
TRINITY_DN1768_c1_g1_i8,288,157,242,305,230,64,0,0,217,5,140,350,251,0,189,237
TRINITY_DN19540_c0_g1_i1,29,10,16,25,39,32,19,17,6,3,15,30,12,18,12,33
TRINITY_DN194712_c0_g1_i2,1,1,0,0,12,1,0,1,1,1,2,2,1,3,3,3
TRINITY_DN39524_c0_g2_i4,4,3,6,2,1,0,1,0,2,0,0,0,6,0,4,0
TRINITY_DN11851_c0_g1_i16,360,185,266,285,819,562,357,380,169,94,178,938,177,313,187,744
TRINITY_DN184303_c0_g1_i1,2,1,0,0,0,2,0,0,1,0,0,0,1,3,0,1
TRINITY_DN414099_c0_g1_i1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN412283_c0_g1_i1,1,1,0,1,1,0,0,2,1,0,0,0,0,2,0,1
TRINITY_DN349089_c0_g1_i1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN453768_c0_g1_i1,6,1,1,1,6,0,0,0,0,0,0,2,0,1,0,0
TRINITY_DN48817_c0_g2_i1,0,1,0,2,4,2,0,4,0,0,0,6,0,3,2,2
TRINITY_DN394073_c0_g1_i1,1,0,0,0,11,0,0,2,0,1,0,0,0,2,0,0
TRINITY_DN244535_c0_g1_i1,0,0,0,1,7,0,0,1,2,0,0,0,0,0,0,0
TRINITY_DN5955_c0_g1_i1,0,21,0,22,47,18,9,0,85,13,0,51,0,0,0,8
TRINITY_DN5955_c0_g1_i2,21,5,3,2,16,11,6,0,0,2,2,7,0,0,3,21
TRINITY_DN5955_c0_g1_i3,18,0,18,16,39,38,19,5,14,0,25,44,9,25,17,23
TRINITY_DN7212_c2_g1_i1,4,0,1,1,11,1,2,1,0,1,0,3,5,0,0,2
TRINITY_DN322521_c0_g1_i1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN5955_c0_g1_i4,315,128,132,205,448,436,254,275,81,70,163,464,137,168,132,494
TRINITY_DN17331_c2_g1_i1,1,0,0,0,8,2,1,0,1,0,1,0,0,1,0,1
TRINITY_DN356023_c0_g1_i1,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
TRINITY_DN285_c0_g1_i3,22,15,6,24,35,4,20,17,3,1,12,36,14,2,2,15
TRINITY_DN394887_c0_g1_i1,0,0,0,0,4,1,0,0,1,0,0,0,3,1,1,2
TRINITY_DN285_c0_g1_i4,41,26,26,34,36,91,20,18,32,19,21,69,11,26,21,68
TRINITY_DN149506_c0_g2_i1,0,0,0,0,5,0,0,0,0,0,0,2,1,1,0,2
TRINITY_DN285_c0_g1_i7,251,120,107,155,407,368,166,211,123,57,126,357,111,156,88,421
TRINITY_DN349972_c0_g1_i1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1
TRINITY_DN60989_c0_g1_i1,4,1,1,0,5,1,1,6,0,0,0,0,0,2,0,7
TRINITY_DN401029_c0_g1_i1,3,1,3,7,8,10,3,7,2,2,1,9,7,5,4,16
TRINITY_DN339563_c0_g1_i1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN15353_c1_g1_i1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
TRINITY_DN43497_c0_g2_i1,1,0,0,1,1,4,0,0,0,0,0,0,1,0,0,0
TRINITY_DN9749_c1_g1_i3,134,83,57,113,209,154,98,90,82,49,59,202,76,71,58,165
TRINITY_DN111854_c0_g2_i1,1,1,0,0,0,2,0,2,1,0,0,3,2,0,0,0
TRINITY_DN177369_c0_g1_i1,1,1,0,0,3,2,1,0,0,0,0,7,0,0,0,2
TRINITY_DN36506_c0_g1_i1,0,0,1,0,0,0,0,3,0,0,0,1,9,5,1,0
TRINITY_DN66628_c0_g2_i1,13,7,1,11,18,23,4,3,9,2,3,22,5,5,7,11
TRINITY_DN123179_c0_g1_i2,7,0,2,2,10,5,2,1,1,1,3,5,1,9,1,6
TRINITY_DN42635_c0_g1_i1,6,1,0,3,10,4,1,2,0,0,3,2,0,3,1,7
TRINITY_DN86546_c0_g1_i1,1,2,1,0,0,0,1,3,0,0,0,2,5,2,3,6
TRINITY_DN28384_c0_g1_i2,1,9,8,7,0,3,2,3,1,5,3,10,10,15,11,4
TRINITY_DN28384_c0_g1_i3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0
TRINITY_DN5451_c1_g1_i1,561,317,284,448,917,854,452,428,334,186,289,980,227,378,265,968
TRINITY_DN28384_c0_g1_i5,6,7,4,7,9,0,8,17,3,9,5,3,20,9,2,2
TRINITY_DN37894_c0_g1_i3,1,0,1,3,0,0,0,0,1,0,0,1,11,0,10,2
TRINITY_DN10134_c0_g2_i1,4,3,3,0,0,0,2,0,1,1,10,3,8,3,5,2
TRINITY_DN28384_c0_g1_i6,0,6,9,0,5,0,0,2,4,2,5,21,1,9,0,0
TRINITY_DN37894_c0_g1_i4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
TRINITY_DN28384_c0_g1_i7,1,1,1,0,3,4,1,0,1,2,1,1,8,0,9,3
TRINITY_DN28384_c0_g1_i8,0,0,2,2,0,0,0,0,0,1,1,1,0,1,1,0
TRINITY_DN5451_c1_g1_i5,69,0,0,0,145,0,0,0,0,0,0,0,16,0,0,19
TRINITY_DN215329_c0_g1_i1,0,0,0,0,1,0,0,1,0,0,1,4,4,3,3,9
TRINITY_DN65571_c0_g1_i1,7,0,1,0,1,0,0,3,0,2,0,0,2,6,0,0
TRINITY_DN189576_c0_g1_i1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
TRINITY_DN356240_c0_g1_i1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN197373_c0_g1_i1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
TRINITY_DN247775_c0_g1_i1,4,1,1,1,0,0,0,0,0,0,1,0,2,0,0,2
TRINITY_DN49359_c0_g1_i1,0,0,0,0,3,0,1,1,1,0,4,5,3,1,0,2
TRINITY_DN30254_c0_g5_i1,2,9,0,1,15,1,0,3,1,0,4,7,2,4,8,10
TRINITY_DN6952_c0_g4_i1,9,7,6,18,29,42,18,8,3,10,11,15,10,11,5,18
TRINITY_DN231541_c0_g1_i1,2,0,0,0,9,0,0,0,0,0,0,1,0,0,0,2
TRINITY_DN24320_c1_g1_i9,1,0,1,0,2,2,1,2,2,0,0,10,0,0,2,2
TRINITY_DN9601_c1_g1_i5,71,36,31,67,122,123,71,93,46,18,58,106,30,33,29,157
TRINITY_DN9601_c1_g1_i6,656,402,370,458,1253,817,488,600,456,200,391,1327,276,358,233,1019
TRINITY_DN194638_c0_g2_i2,9,5,8,6,10,16,5,11,7,4,13,29,2,17,3,29
TRINITY_DN9601_c1_g1_i7,234,124,120,307,479,551,212,181,103,91,147,344,122,294,116,498
TRINITY_DN194638_c0_g2_i3,5,2,0,5,3,5,3,1,0,0,0,0,4,0,2,3
TRINITY_DN333398_c0_g1_i1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,3
TRINITY_DN3219_c1_g1_i1,124,104,78,48,22,27,6,59,11,27,30,66,68,54,61,51
TRINITY_DN3219_c1_g1_i2,23,5,14,8,14,11,5,0,5,21,0,10,18,6,8,53
TRINITY_DN14964_c0_g5_i1,1,0,0,0,4,1,0,2,1,0,0,1,0,0,0,1
TRINITY_DN3219_c1_g1_i3,34,16,32,74,80,5,28,2,64,142,10,33,79,10,104,12
TRINITY_DN69869_c0_g1_i1,5,1,2,0,0,0,1,2,1,0,0,0,1,0,0,5
TRINITY_DN3219_c1_g1_i4,538,434,440,682,458,218,333,197,253,323,248,854,554,493,491,204
TRINITY_DN69869_c0_g1_i2,6,0,0,3,7,7,0,0,3,0,0,5,0,0,3,0
TRINITY_DN354008_c0_g1_i1,2,2,0,1,8,3,3,2,0,0,2,13,1,4,4,2
TRINITY_DN432033_c0_g1_i1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
TRINITY_DN306743_c0_g1_i1,4,1,0,1,0,0,0,1,0,0,1,0,1,0,0,4
TRINITY_DN29154_c1_g2_i2,3,0,1,2,0,1,3,0,7,0,0,2,1,0,0,0
TRINITY_DN78658_c1_g1_i2,13,4,3,2,4,2,2,1,2,0,3,5,8,8,0,12
TRINITY_DN29154_c1_g2_i5,4,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1
TRINITY_DN22652_c1_g1_i1,9,4,3,3,9,4,0,9,18,1,4,2,2,5,9,3
TRINITY_DN29154_c1_g2_i8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TRINITY_DN22652_c1_g1_i2,3,0,9,6,0,3,3,1,6,0,0,0,18,8,0,0
TRINITY_DN28384_c0_g1_i1,1,0,0,0,7,0,0,0,0,0,0,6,3,0,0,0
TRINITY_DN311560_c0_g1_i1,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
TRINITY_DN100311_c0_g2_i1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN9150_c0_g1_i1,23,14,4,14,34,39,20,26,16,5,15,34,9,15,11,42
TRINITY_DN214159_c0_g1_i1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN315710_c0_g1_i1,1,0,2,0,4,0,1,2,3,0,0,0,2,1,0,4
TRINITY_DN54571_c0_g1_i1,34,18,14,38,49,56,23,30,17,6,16,84,25,37,21,77
TRINITY_DN21312_c0_g2_i1,1,9,3,6,0,0,0,0,1,0,0,5,4,9,0,3
TRINITY_DN95513_c0_g1_i1,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
TRINITY_DN356783_c0_g1_i1,7,1,0,2,0,0,0,0,0,0,1,3,2,0,0,1
TRINITY_DN6237_c1_g2_i3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
